inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,vote2016
Mississippi,1972,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Very important,More than once a week,A few times a week,Buddhist,0,Most of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,I did not cast a vote for president
California,1933,Male,Bisexual,No,Some college,Yes,Black,Retired,Broadband,None,Never married,Independent,Conservative,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$40,000 - $49,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,Hillary Clinton
Idaho,1936,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,None,Married,Republican,Very conservative,Yes,Very important,Once a week,Once a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Donald Trump
Washington,1965,Female,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Divorced,Independent,Liberal,Yes,Very important,Seldom,Several times a day,Protestant,0,Some of the time,"$50,000 - $59,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",No,Hillary Clinton
North Carolina,1951,Male,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,None,Married,Republican,Very conservative,No,Very important,Once a week,Seldom,Roman Catholic,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,Donald Trump
Oregon,1965,Female,Heterosexual / straight,No,Post-grad,Yes,White,Homemaker,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Protestant,1,Most of the time,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,Donald Trump
Florida,1953,Female,Heterosexual / straight,No,Some college,Yes,White,Permanently disabled,Broadband,None,Divorced,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"Less than $10,000",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Hillary Clinton
Pennsylvania,1961,Female,Lesbian / gay woman,No,2-year,Yes,White,Other,Broadband,Broadband,Separated,Republican,Liberal,No,Very important,A few times a year,Several times a day,Roman Catholic,0,Only now and then,"$50,000 - $59,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"Yes, a member of my household is currently a union member",No,Donald Trump
Florida,1988,Female,Heterosexual / straight,No,Some college,Yes,Black,Homemaker,None,Dial-up,Separated,Other,Not sure,Yes,Very important,Once a week,Several times a day,Protestant,0,Only now and then,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,I did not cast a vote for president
Pennsylvania,1957,Female,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,Seldom,A few times a week,Roman Catholic,0,Most of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Texas,1964,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Very important,Seldom,Several times a day,Protestant,0,Only now and then,"$120,000 - $149,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Pennsylvania,1965,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,Never,A few times a month,Jewish,0,Most of the time,"$80,000 - $99,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Michigan,1953,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Divorced,Independent,Moderate,No,Somewhat important,Seldom,Several times a day,Protestant,0,Most of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Illinois,1962,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,None,Married,Democrat,Moderate,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Some of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,Hillary Clinton
New York,1963,Male,Heterosexual / straight,No,2-year,Yes,White,Part-time,Broadband,None,Never married,Republican,Very conservative,No,Not at all important,Never,Never,Agnostic,0,Most of the time,Prefer not to say,Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Kentucky,1949,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,None,Widowed,Republican,Very conservative,Yes,Very important,A few times a year,Several times a day,Protestant,0,Most of the time,"$80,000 - $99,999",Other,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Texas,1948,Female,Heterosexual / straight,No,2-year,Yes,White,Part-time,Broadband,None,Married,Republican,Very conservative,No,Not too important,Seldom,A few times a month,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Rural area,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
California,1949,Female,Other,No,Post-grad,Yes,White,Retired,Broadband,None,Never married,Other,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$20,000 - $29,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Someone else
California,1972,Male,Heterosexual / straight,No,Some college,Yes,Black,Full-time,Broadband,Dial-up,Married,Republican,Very conservative,Yes,Very important,Never,Several times a day,Protestant,0,Hardly at all,"$40,000 - $49,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Colorado,1936,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,None,Divorced,Democrat,Liberal,No,Not at all important,Never,Seldom,Nothing in particular,0,Most of the time,"$10,000 - $19,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Someone else
California,1960,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Liberal,No,Not too important,Never,A few times a month,Roman Catholic,0,Some of the time,"$150,000 - $199,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Hawaii,1957,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$100,000 - $119,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Someone else
California,1963,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,None,Broadband,Married,Democrat,Very liberal,No,Somewhat important,A few times a year,Several times a day,Protestant,0,Most of the time,"$70,000 - $79,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
New York,1959,Male,Gay man,No,4-year,Yes,White,Permanently disabled,Broadband,None,Never married,Democrat,Very liberal,No,Not at all important,Never,Never,Agnostic,0,Most of the time,"$40,000 - $49,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Ohio,1947,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Married,Democrat,Liberal,Yes,Very important,A few times a year,Once a day,Protestant,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",Yes,Hillary Clinton
Maryland,1948,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,None,Married,Democrat,Liberal,No,Somewhat important,A few times a year,Seldom,Protestant,0,Most of the time,"$50,000 - $59,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Washington,1938,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,None,Married,Democrat,Liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$30,000 - $39,999",Own,Rural area,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Kentucky,1965,Female,Heterosexual / straight,No,2-year,Yes,White,Permanently disabled,Broadband,None,Widowed,Democrat,Moderate,No,Somewhat important,Seldom,Several times a day,Protestant,0,Only now and then,"Less than $10,000",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Someone else
Arkansas,1968,Male,Heterosexual / straight,No,Post-grad,Yes,White,Other,Broadband,Broadband,Married,Other,Not sure,No,Somewhat important,A few times a year,Several times a day,Mormon,0,Most of the time,"$50,000 - $59,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Someone else
